"","x"
"1",0.00121212121212121
"2",0.00121212121212121
"3",0.00121212121212121
"4",0.00121212121212121
"5",0.00121212121212121
"6",0.00121212121212121
"7",0.00121212121212121
"8",0.00121212121212121
"9",0.00121212121212121
"10",0.00121212121212121
"11",0.00121212121212121
"12",0.00121212121212121
"13",0.00141414141414141
"14",0.00141414141414141
"15",0.00161616161616162
"16",0.00161616161616162
"17",0.00181818181818182
"18",0.00181818181818182
"19",0.00202020202020202
"20",0.00202020202020202
"21",0.00303030303030303
"22",0.00303030303030303
"23",0.00303030303030303
"24",0.00303030303030303
"25",0.00303030303030303
"26",0.00303030303030303
"27",0.00303030303030303
"28",0.00303030303030303
"29",0.00303030303030303
"30",0.00303030303030303
"31",0.00323232323232323
"32",0.00323232323232323
"33",0.00343434343434343
"34",0.00343434343434343
"35",0.00363636363636364
"36",0.00363636363636364
"37",0.00404040404040404
"38",0.00404040404040404
"39",0.00404040404040404
"40",0.00404040404040404
"41",0.00424242424242424
"42",0.00424242424242424
"43",0.00484848484848485
"44",0.00484848484848485
"45",0.00484848484848485
"46",0.00484848484848485
"47",0.00484848484848485
"48",0.00484848484848485
"49",0.00505050505050505
"50",0.00505050505050505
"51",0.00525252525252525
"52",0.00525252525252525
"53",0.00545454545454545
"54",0.00545454545454545
"55",0.00565656565656566
"56",0.00565656565656566
"57",0.00585858585858586
"58",0.00585858585858586
"59",0.00626262626262626
"60",0.00626262626262626
"61",0.00626262626262626
"62",0.00626262626262626
"63",0.00646464646464646
"64",0.00646464646464646
"65",0.00686868686868687
"66",0.00686868686868687
"67",0.00686868686868687
"68",0.00686868686868687
"69",0.00707070707070707
"70",0.00707070707070707
"71",0.00727272727272727
"72",0.00727272727272727
"73",0.00747474747474748
"74",0.00747474747474748
"75",0.00767676767676768
"76",0.00767676767676768
"77",0.00808080808080808
"78",0.00808080808080808
"79",0.00808080808080808
"80",0.00808080808080808
"81",0.00848484848484849
"82",0.00848484848484849
"83",0.00848484848484849
"84",0.00848484848484849
"85",0.00909090909090909
"86",0.00909090909090909
"87",0.00909090909090909
"88",0.00909090909090909
"89",0.00909090909090909
"90",0.00909090909090909
"91",0.0094949494949495
"92",0.0094949494949495
"93",0.0094949494949495
"94",0.0094949494949495
"95",0.0096969696969697
"96",0.0096969696969697
"97",0.0098989898989899
"98",0.0098989898989899
"99",0.0101010101010101
"100",0.0101010101010101
"101",0.0103030303030303
"102",0.0103030303030303
"103",0.0105050505050505
"104",0.0105050505050505
"105",0.0115151515151515
"106",0.0115151515151515
"107",0.0115151515151515
"108",0.0115151515151515
"109",0.0115151515151515
"110",0.0115151515151515
"111",0.0115151515151515
"112",0.0115151515151515
"113",0.0115151515151515
"114",0.0115151515151515
"115",0.0117171717171717
"116",0.0117171717171717
"117",0.0119191919191919
"118",0.0119191919191919
"119",0.0121212121212121
"120",0.0121212121212121
"121",0.0129292929292929
"122",0.0129292929292929
"123",0.0129292929292929
"124",0.0129292929292929
"125",0.0129292929292929
"126",0.0129292929292929
"127",0.0129292929292929
"128",0.0129292929292929
"129",0.0139393939393939
"130",0.0139393939393939
"131",0.0139393939393939
"132",0.0139393939393939
"133",0.0139393939393939
"134",0.0139393939393939
"135",0.0139393939393939
"136",0.0139393939393939
"137",0.0139393939393939
"138",0.0139393939393939
"139",0.0141414141414141
"140",0.0141414141414141
"141",0.0147474747474747
"142",0.0147474747474747
"143",0.0147474747474747
"144",0.0147474747474747
"145",0.0147474747474747
"146",0.0147474747474747
"147",0.014949494949495
"148",0.014949494949495
"149",0.015959595959596
"150",0.015959595959596
"151",0.015959595959596
"152",0.015959595959596
"153",0.015959595959596
"154",0.015959595959596
"155",0.015959595959596
"156",0.015959595959596
"157",0.015959595959596
"158",0.015959595959596
"159",0.0161616161616162
"160",0.0161616161616162
"161",0.0163636363636364
"162",0.0163636363636364
"163",0.0165656565656566
"164",0.0165656565656566
"165",0.0167676767676768
"166",0.0167676767676768
"167",0.0175757575757576
"168",0.0175757575757576
"169",0.0175757575757576
"170",0.0175757575757576
"171",0.0175757575757576
"172",0.0175757575757576
"173",0.0175757575757576
"174",0.0175757575757576
"175",0.0191919191919192
"176",0.0191919191919192
"177",0.0191919191919192
"178",0.0191919191919192
"179",0.0191919191919192
"180",0.0191919191919192
"181",0.0191919191919192
"182",0.0191919191919192
"183",0.0191919191919192
"184",0.0191919191919192
"185",0.0191919191919192
"186",0.0191919191919192
"187",0.0191919191919192
"188",0.0191919191919192
"189",0.0191919191919192
"190",0.0191919191919192
"191",0.0193939393939394
"192",0.0193939393939394
"193",0.0197979797979798
"194",0.0197979797979798
"195",0.0197979797979798
"196",0.0197979797979798
"197",0.02
"198",0.02
"199",0.0202020202020202
"200",0.0202020202020202
"201",0.0204040404040404
"202",0.0204040404040404
"203",0.0212121212121212
"204",0.0212121212121212
"205",0.0212121212121212
"206",0.0212121212121212
"207",0.0212121212121212
"208",0.0212121212121212
"209",0.0212121212121212
"210",0.0212121212121212
"211",0.0214141414141414
"212",0.0214141414141414
"213",0.0216161616161616
"214",0.0216161616161616
"215",0.0218181818181818
"216",0.0218181818181818
"217",0.022020202020202
"218",0.022020202020202
"219",0.0222222222222222
"220",0.0222222222222222
"221",0.0228282828282828
"222",0.0228282828282828
"223",0.0228282828282828
"224",0.0228282828282828
"225",0.0228282828282828
"226",0.0228282828282828
"227",0.023030303030303
"228",0.023030303030303
"229",0.024040404040404
"230",0.024040404040404
"231",0.024040404040404
"232",0.024040404040404
"233",0.024040404040404
"234",0.024040404040404
"235",0.024040404040404
"236",0.024040404040404
"237",0.024040404040404
"238",0.024040404040404
"239",0.0242424242424242
"240",0.0242424242424242
"241",0.0244444444444444
"242",0.0244444444444444
"243",0.0246464646464646
"244",0.0246464646464646
"245",0.0248484848484848
"246",0.0248484848484848
"247",0.0250505050505051
"248",0.0250505050505051
"249",0.0252525252525253
"250",0.0252525252525253
"251",0.0254545454545455
"252",0.0254545454545455
"253",0.0256565656565657
"254",0.0256565656565657
"255",0.0260606060606061
"256",0.0260606060606061
"257",0.0260606060606061
"258",0.0260606060606061
"259",0.0264646464646465
"260",0.0264646464646465
"261",0.0264646464646465
"262",0.0264646464646465
"263",0.0266666666666667
"264",0.0266666666666667
"265",0.0268686868686869
"266",0.0268686868686869
"267",0.0270707070707071
"268",0.0270707070707071
"269",0.0272727272727273
"270",0.0272727272727273
"271",0.0286868686868687
"272",0.0286868686868687
"273",0.0286868686868687
"274",0.0286868686868687
"275",0.0286868686868687
"276",0.0286868686868687
"277",0.0286868686868687
"278",0.0286868686868687
"279",0.0286868686868687
"280",0.0286868686868687
"281",0.0286868686868687
"282",0.0286868686868687
"283",0.0286868686868687
"284",0.0286868686868687
"285",0.0290909090909091
"286",0.0290909090909091
"287",0.0290909090909091
"288",0.0290909090909091
"289",0.0292929292929293
"290",0.0292929292929293
"291",0.0294949494949495
"292",0.0294949494949495
"293",0.0301010101010101
"294",0.0301010101010101
"295",0.0301010101010101
"296",0.0301010101010101
"297",0.0301010101010101
"298",0.0301010101010101
"299",0.0303030303030303
"300",0.0303030303030303
"301",0.0305050505050505
"302",0.0305050505050505
"303",0.0307070707070707
"304",0.0307070707070707
"305",0.0309090909090909
"306",0.0309090909090909
"307",0.0311111111111111
"308",0.0311111111111111
"309",0.0323232323232323
"310",0.0323232323232323
"311",0.0323232323232323
"312",0.0323232323232323
"313",0.0323232323232323
"314",0.0323232323232323
"315",0.0323232323232323
"316",0.0323232323232323
"317",0.0323232323232323
"318",0.0323232323232323
"319",0.0323232323232323
"320",0.0323232323232323
"321",0.0325252525252525
"322",0.0325252525252525
"323",0.0329292929292929
"324",0.0329292929292929
"325",0.0329292929292929
"326",0.0329292929292929
"327",0.0331313131313131
"328",0.0331313131313131
"329",0.0333333333333333
"330",0.0333333333333333
"331",0.0339393939393939
"332",0.0339393939393939
"333",0.0339393939393939
"334",0.0339393939393939
"335",0.0339393939393939
"336",0.0339393939393939
"337",0.0355555555555556
"338",0.0355555555555556
"339",0.0355555555555556
"340",0.0355555555555556
"341",0.0355555555555556
"342",0.0355555555555556
"343",0.0355555555555556
"344",0.0355555555555556
"345",0.0355555555555556
"346",0.0355555555555556
"347",0.0355555555555556
"348",0.0355555555555556
"349",0.0355555555555556
"350",0.0355555555555556
"351",0.0355555555555556
"352",0.0355555555555556
"353",0.0357575757575758
"354",0.0357575757575758
"355",0.035959595959596
"356",0.035959595959596
"357",0.0365656565656566
"358",0.0365656565656566
"359",0.0365656565656566
"360",0.0365656565656566
"361",0.0365656565656566
"362",0.0365656565656566
"363",0.0367676767676768
"364",0.0367676767676768
"365",0.036969696969697
"366",0.036969696969697
"367",0.0371717171717172
"368",0.0371717171717172
